cust_id,No_of_days_frm_L_pur,total_sale,No_baskets,item_cnt,no_SKUs,no_Categories,avg_no_prds_w_ret,Flag_Multi_cat_p2
91177994,72,291.76,3,11,8,5,3.666666667,1
91179560,401,516.99,2,35,25,8,17.5,0
91180351,351,1060,4,4,4,4,1,0
91180530,77,968.5,5,52,37,18,10.4,1
91181227,422,90,1,1,1,1,1,0
91181333,389,304,4,11,6,4,2.75,0
91182019,6,7798.81,34,916,383,98,26.94117647,1
91183923,377,351.04,4,70,4,4,17.5,0
91183961,377,351.04,4,70,4,4,17.5,0
91184249,372,338.45,4,43,36,8,10.75,0
91184430,301,515.9,5,51,19,11,10.2,0
91184969,53,2402.94,16,127,78,33,7.9375,1
91185199,377,246.28,3,16,4,4,5.333333333,0
91185392,421,91.6,1,2,1,1,2,0
91185823,382,234.51,3,13,8,5,4.333333333,0
91185878,382,237.85,3,14,7,5,4.666666667,0
91185879,382,237.85,3,14,7,5,4.666666667,0
91185881,382,237.85,3,14,7,5,4.666666667,0
91185937,391,174.2,2,10,5,3,5,0
91186222,390,447.1,4,20,9,5,5,0
91186225,26,4263.09,26,732,63,37,28.15384615,1
91188287,394,317.2,4,17,6,4,4.25,0
91188397,392,325.31,4,13,6,4,3.25,0
91188970,397,405.8,2,24,8,3,12,0
91189822,392,336.11,4,31,13,5,7.75,0
91190563,374,381.1,4,58,4,4,14.5,0
91190810,326,352.02,4,69,9,5,17.25,0
91190973,322,361.35,4,27,14,10,6.75,0
91190993,380,328.65,4,13,8,7,3.25,0
91191313,321,267.34,3,75,7,5,25,0
91192588,324,375.04,4,105,8,5,26.25,0
91193010,396,308.1,4,94,13,5,23.5,0
91193123,47,954.25,8,51,24,13,6.375,1
91193361,24,5280.7,14,72,37,23,5.142857143,1
91193570,398,120.9,2,3,3,2,1.5,0
91194064,411,101,1,2,2,1,2,0
91194723,28,3223.75,15,367,106,43,24.46666667,1
91195698,390,323.74,4,30,9,7,7.5,0
91196227,369,304.6,3,45,27,9,15,0
91196735,341,107.6,1,2,1,1,2,0
91196803,273,540.74,4,45,36,16,11.25,0
91196949,339,203.4,2,6,4,4,3,0
91198412,420,89.49,1,23,6,2,23,0
91199064,401,393.5,3,25,20,9,8.333333333,0
91199127,321,335.2,3,29,4,3,9.666666667,0
91199496,423,159,1,1,1,1,1,0
91200621,5,3450.21,18,327,178,62,18.16666667,1
91201771,105,320.01,3,52,16,9,17.33333333,1
91202795,389,320.49,4,16,11,8,4,0
91202796,389,320.49,4,16,11,8,4,0
91202799,389,320.49,4,16,11,8,4,0
91202943,389,308.15,4,53,9,8,13.25,0
91202998,388,311.96,4,65,11,6,16.25,0
91203006,388,320.75,4,54,9,6,13.5,0
91203422,387,332.29,4,18,11,6,4.5,0
91203863,414,107.66,1,18,9,3,18,0
91205931,218,321.9,3,30,9,3,10,0
91206346,73,1513.18,9,204,85,25,22.66666667,1
91207430,20,2004.59,13,164,91,33,12.61538462,1
91207777,7,1512.94,14,151,93,39,10.78571429,1
91209337,422,37.8,1,2,1,1,2,0
91209659,167,2124.1,6,54,17,11,9,0
91211110,422,69,1,1,1,1,1,0
91212037,376,311.97,4,31,7,6,7.75,0
91214519,1,10570.22,39,725,356,155,18.58974359,1
91216560,42,2242.13,10,143,48,19,14.3,1
91218706,421,90.82,1,22,16,5,22,0
91221517,388,305.65,4,40,5,5,10,0
91221582,416,91.6,1,2,1,1,2,0
91221727,245,1447,7,51,43,17,7.285714286,0
91221840,416,91.6,1,2,1,1,2,0
91222379,110,1322.55,7,56,43,17,8,1
91223431,388,325.4,4,12,6,4,3,0
91224278,166,838.38,1,25,25,5,25,1
91224597,385,309.73,4,11,7,4,2.75,0
91225701,397,172.6,2,40,3,2,20,0
91227615,422,61.7,1,4,4,3,4,0
91228418,160,276.61,2,31,22,9,15.5,1
91228905,73,976.99,7,108,27,12,15.42857143,1
91230174,384,311,4,29,11,8,7.25,0
91231714,422,57.93,1,27,6,2,27,0
91231847,207,236.09,3,48,23,7,16,0
91243164,211,209.2,2,10,7,4,5,0
91244402,382,325.09,4,14,7,5,3.5,0
91244837,385,321.7,4,33,6,6,8.25,0
91245069,420,80.8,1,15,1,1,15,0
91245086,2,11231.74,28,339,199,78,12.10714286,1
91245286,389,330.5,4,12,8,8,3,0
91252079,13,928.93,3,584,27,5,194.6666667,1
91254454,17,4981.98,34,754,385,114,22.17647059,1
91255694,168,266,2,11,6,2,5.5,0
91257173,277,1469.31,5,32,21,9,6.4,0
91260207,147,151,2,7,7,4,3.5,0
91263098,26,1158.42,9,44,37,15,4.888888889,1
91263174,17,3715.04,19,252,135,61,13.2631579,1
91263587,12,1630.74,7,36,30,13,5.142857143,1
91263839,383,487,2,9,4,2,4.5,0
91266810,407,406.4,2,46,29,4,23,0
91267005,4,10340.44,34,826,371,126,24.29411765,1
91267586,421,280.99,1,16,12,3,16,0
91268104,41,509.92,7,175,20,10,25,1
91268168,389,341.5,4,9,8,6,2.25,0
91268237,389,352.8,4,8,6,4,2,0
91268377,421,178.1,1,15,9,4,15,0
91269138,389,330.5,4,12,8,8,3,0
91270853,16,1540.97,5,225,51,11,45,1
91271415,389,326.99,4,16,12,8,4,0
91271421,389,326.99,4,16,12,8,4,0
91271602,396,259.16,3,47,6,3,15.66666667,0
91271754,62,2121.39,7,175,109,27,25,1
91272212,420,152.8,2,31,14,4,15.5,0
91272222,387,346.26,4,17,11,9,4.25,0
91272458,398,268.48,3,30,6,5,10,0
91272692,421,64.7,1,3,2,2,3,0
91274266,1,1202.03,9,58,30,21,6.444444444,1
91275043,413,498.9,3,47,31,6,15.66666667,0
91275138,4,552.15,2,11,7,4,5.5,1
91278066,13,1380.15,12,78,55,22,6.5,1
91281570,190,884.1,4,110,44,12,27.5,0
91282026,420,105.9,1,14,13,4,14,0
91285650,417,1849,1,1,1,1,1,0
91286307,9,5053.83,24,225,170,81,9.375,1
91286746,394,181.9,3,12,4,3,4,0
91286826,420,181.1,1,19,13,5,19,0
91287028,54,230,1,15,1,1,15,0
91287509,11,3927.81,13,109,45,25,8.384615385,1
91288303,419,856.8,2,53,7,2,26.5,0
91288308,283,496,2,4,4,3,2,0
91289557,24,2195.13,12,170,122,40,14.16666667,1
91289992,420,106.9,1,8,8,5,8,0
91290839,56,919.6,7,31,19,11,4.428571429,1
91291342,66,631,3,45,11,5,15,1
91291396,103,182.2,1,15,15,3,15,1
91291902,6,526.26,4,22,17,7,5.5,0
91293114,19,2229.95,17,312,212,60,18.35294118,1
91293480,24,1402.04,11,263,135,30,23.90909091,1
91294213,228,631.93,5,31,31,15,6.2,0
91294285,420,193.6,1,22,3,2,22,0
91294830,148,326.5,2,27,7,4,13.5,1
91295071,110,2319.5,15,213,121,46,14.2,1
91295257,172,272.9,2,22,14,7,11,1
91295458,385,267.1,3,8,8,5,2.666666667,0
91295668,418,285.3,2,8,6,4,4,0
91297674,125,241.16,2,29,14,5,14.5,1
91297726,34,2230.31,12,95,66,29,7.916666667,1
91299094,420,127,1,2,2,1,2,0
91300930,396,269.9,3,38,5,3,12.66666667,0
91301339,28,2781.9,23,236,129,57,10.26086957,1
91301523,416,91.6,1,2,1,1,2,0
91301546,416,91.6,1,2,1,1,2,0
91301566,3,1542.93,13,132,34,19,10.15384615,1
91301609,396,304.28,3,27,3,3,9,0
91301624,396,281.4,3,35,4,3,11.66666667,0
91301722,377,324.9,4,35,5,4,8.75,0
91302655,34,2989.68,17,233,152,56,13.70588235,1
91306801,121,474,7,36,24,14,5.142857143,0
91308146,7,1169.22,12,142,35,23,11.83333333,1
91308236,28,746.45,6,72,30,10,12,1
91309238,34,1638.6,7,36,11,9,5.142857143,0
91309473,238,177.4,1,5,4,4,5,0
91310024,9,1421.22,13,98,70,31,7.538461539,1
91310085,420,133.96,1,33,15,4,33,0
91310219,6,2305.4,19,306,136,67,16.10526316,1
91311508,420,298,1,2,1,1,2,0
91312623,34,573.94,3,43,3,3,14.33333333,1
91312991,405,858.94,2,44,3,3,22,0
91313322,345,547.66,4,48,20,8,12,0
91313329,418,162.4,1,15,14,5,15,0
91316391,239,3763.52,13,238,81,27,18.30769231,0
91316867,7,7090.71,36,1166,156,60,32.38888889,1
91317802,58,925.7,5,32,26,9,6.4,1
91320701,89,112.88,1,10,4,3,10,1
91321136,141,680.05,4,21,16,11,5.25,1
91323827,0,2218.72,16,118,83,37,7.375,1
91324724,4,1021.66,7,144,50,16,20.57142857,1
91325762,60,542.55,5,43,37,14,8.6,1
91326005,17,5085.93,14,203,66,34,14.5,1
91326334,88,709.46,5,47,33,16,9.4,1
91326905,34,270,1,1,1,1,1,0
91327573,271,2144.54,9,192,84,33,21.33333333,0
91328275,419,152,1,4,1,1,4,0
91329931,419,213.1,1,26,18,2,26,0
91331828,413,93.95,1,6,6,2,6,0
91333610,19,1279.98,6,99,60,19,16.5,1
91333756,27,2145.22,13,109,51,29,8.384615385,1
91339127,413,38,1,2,1,1,2,0
91339689,7,829.69,8,51,38,19,6.375,1
91340158,419,142.4,1,31,2,2,31,0
91340574,68,682.11,3,10,8,5,3.333333333,0
91341076,385,318.09,4,27,17,10,6.75,0
91341121,385,347.28,4,25,20,7,6.25,0
91341140,396,252.74,3,18,14,7,6,0
91341739,384,324.2,4,14,7,6,3.5,0
91341834,64,1024.8,7,42,12,7,6,1
91341842,140,611,6,26,9,6,4.333333333,1
91344139,381,313.95,4,47,10,8,11.75,0
91347404,7,4038.57,14,106,68,27,7.571428571,1
91349735,339,96.9,2,3,3,2,1.5,0
91350784,33,1871.47,10,89,59,21,8.9,1
91355076,418,41,1,2,2,1,2,0
91356065,132,481.9,2,39,20,6,19.5,1
91358300,102,173.8,2,14,9,4,7,1
91359740,3,1854.25,15,199,125,46,13.26666667,1
91359806,418,227.3,1,6,5,2,6,0
91360578,77,1453.21,8,76,26,18,9.5,1
91360919,317,3290.7,2,11,9,3,5.5,0
91361285,24,1867.62,12,248,116,37,20.66666667,1
91364769,400,198.6,2,17,13,3,8.5,0
91365143,418,108.89,1,11,6,4,11,0
91365182,418,90.02,1,31,7,3,31,0
91365303,418,103.85,1,12,8,2,12,0
91365993,414,90.5,1,6,3,3,6,0
91380203,418,737.78,1,135,8,5,135,0
91534522,34,1730.49,13,112,40,21,8.615384615,1
91621815,41,2269.74,8,193,110,23,24.125,1
91621936,418,81.19,1,5,5,4,5,0
92728798,24,1715.74,13,135,61,25,10.38461539,1
92729440,122,339.1,4,29,23,12,7.25,1
92729816,40,1392.73,10,170,62,26,17,1
92731161,418,231,1,6,1,1,6,0
92732827,3,224,2,5,3,3,2.5,1
92733438,163,371.9,2,23,17,4,11.5,1
92735111,330,650.32,6,51,15,9,8.5,0
92738009,412,108.9,1,11,1,1,11,0
92739015,415,254,1,1,1,1,1,0
92739608,18,1021.4,3,32,22,8,10.66666667,1
92740796,417,89,1,1,1,1,1,0
92740850,82,920.9,5,56,52,15,11.2,1
92740891,417,579,1,1,1,1,1,0
92743485,44,347,3,13,9,4,4.333333333,1
92743809,292,108.8,1,2,1,1,2,0
92745432,94,151.7,1,27,9,2,27,1
92745835,417,110,1,8,4,2,8,0
92746407,287,3670.26,4,47,7,4,11.75,0
92746430,349,748.8,4,35,19,10,8.75,0
92746766,7,6890,13,269,95,42,20.69230769,1
92746949,74,467.62,5,38,32,10,7.6,1
92747593,71,45972.56,15,6026,63,28,401.7333333,1
92747638,14,337.18,3,29,27,8,9.666666667,1
92747712,404,603.8,3,7,4,3,2.333333333,0
92750485,417,178,1,1,1,1,1,0
92750741,343,339.13,4,65,8,5,16.25,0
92751155,213,848,1,8,5,1,8,0
92752844,146,8916.08,23,751,127,51,32.65217391,1
92754257,417,200.76,1,17,5,3,17,0
92755079,150,417,2,2,2,2,1,0
92757253,411,93.7,1,16,9,4,16,0
92757449,226,178,1,10,1,1,10,0
92759674,379,335.28,4,40,10,7,10,0
92761027,390,333.2,4,15,9,4,3.75,0
92763145,13,1301.65,7,59,54,12,8.428571429,1
92763887,43,1792.55,7,245,44,22,35,1
92767306,273,1169,2,5,2,2,2.5,0
92767549,384,854.98,4,64,13,6,16,0
92767621,55,1215.6,5,64,6,6,12.8,1
92767898,416,129.3,1,6,6,4,6,0
92768681,20,1483.38,10,62,43,21,6.2,1
92770455,40,503.3,4,46,23,7,11.5,1
92770641,119,567.86,3,66,32,11,22,1
92773119,9,1070.16,7,58,39,15,8.285714286,1
92775293,315,154.5,2,10,10,5,5,0
92776514,7,1826.94,16,207,65,35,12.9375,1
92777776,115,1647.77,7,100,80,21,14.28571429,1
92778750,383,138.8,2,13,9,3,6.5,0
92779582,30,1661.32,7,84,15,11,12,1
92780586,57,779.49,4,42,35,13,10.5,1
92781600,13,3063.57,8,107,42,16,13.375,1
92781997,83,3338.18,15,91,56,31,6.066666667,1
92783860,407,168,1,1,1,1,1,0
92784221,416,173.68,1,10,5,3,10,0
92786633,65,1034.21,6,73,52,15,12.16666667,1
92786891,24,7345.12,28,391,110,45,13.96428571,1
92786928,414,93,1,3,3,2,3,0
92788828,412,90.7,1,2,2,2,2,0
92788990,122,876.63,5,88,44,11,17.6,0
92789542,217,583.08,5,36,22,11,7.2,0
92791890,104,351.2,3,15,14,5,5,0
92791891,416,128.3,1,12,7,4,12,0
92793187,140,1850.12,4,49,36,15,12.25,1
92793867,49,1054.95,4,81,59,17,20.25,1
92798795,309,193.88,2,24,12,6,12,0
92800284,332,253.6,2,15,12,5,7.5,0
92800880,22,4126.75,6,78,17,9,13,1
92800882,404,174.7,2,6,5,3,3,0
92801400,416,141.2,1,11,6,2,11,0
92801987,387,59,1,1,1,1,1,0
92802399,416,262.8,1,15,8,2,15,0
92803175,16,1343.25,5,53,46,15,10.6,1
92803479,17,999.6,5,111,40,10,22.2,1
92803521,405,128,1,2,2,1,2,0
92803552,416,184.2,1,3,2,1,3,0
92804671,415,298.9,1,20,19,4,20,0
92805227,364,419.65,4,99,21,11,24.75,0
92805350,363,284,3,12,6,5,4,0
92805413,373,336.4,4,8,4,4,2,0
92805521,377,227.75,3,59,13,8,19.66666667,0
92805642,384,346.4,4,8,4,4,2,0
92805896,384,346.4,4,8,4,4,2,0
92805930,384,346.4,4,8,4,4,2,0
92806138,384,346.4,4,8,4,4,2,0
92806245,382,356.8,4,9,6,5,2.25,0
92806329,382,362.9,4,9,5,5,2.25,0
92807988,124,198.79,1,6,6,2,6,1
92809250,281,322.09,3,42,18,9,14,0
92811590,10,1339.82,6,58,34,13,9.666666667,1
92811838,415,59.6,1,2,1,1,2,0
92812605,1,1550.27,13,171,97,37,13.15384615,1
92813033,110,350.69,2,35,13,3,17.5,1
92813837,206,423.2,2,31,26,7,15.5,0
92814914,3,3270.88,13,215,98,43,16.53846154,1
92814972,40,1714.82,9,34,20,14,3.777777778,1
92816338,410,200,2,4,4,2,2,0
92817005,95,478.6,3,12,10,7,4,0
92817102,36,2268.94,14,105,71,33,7.5,1
92817340,402,138,1,3,2,1,3,0
92819127,0,6557.09,18,119,61,24,6.611111111,1
92819781,255,427.1,4,60,54,15,15,0
92820546,13,832.27,3,69,34,10,23,1
92823440,189,1352,7,22,16,13,3.142857143,0
92826732,86,491.7,5,17,5,5,3.4,0
92827931,165,546.1,6,22,20,8,3.666666667,0
92829094,151,1201.93,9,135,55,24,15,1
92829731,13,190.88,1,16,12,5,16,1
92829849,395,119,1,1,1,1,1,0
92831965,18,609.54,2,91,11,6,45.5,1
92832467,9,4417.19,21,358,171,58,17.04761905,1
92833080,157,63875.1,12,66,18,15,5.5,0
92835113,25,1599.9,10,226,20,17,22.6,1
92835926,415,129.89,1,6,4,2,6,0
92836408,331,377.6,3,7,6,3,2.333333333,0
92836646,381,230.8,4,28,4,4,7,0
92836872,415,56.2,1,2,2,1,2,0
92837793,75,1904.84,14,215,104,39,15.35714286,1
92837996,63,687.78,6,65,14,9,10.83333333,0
92842021,31,1043,1,8,2,1,8,0
92842027,169,259.6,1,12,9,3,12,1
92842080,2,552.79,7,29,17,10,4.142857143,1
92844993,415,111.8,1,5,4,3,5,0
92851551,39,2219.76,11,142,81,39,12.90909091,1
92861241,237,955.48,9,102,44,20,11.33333333,0
92863987,208,1164.33,5,83,32,12,16.6,0
92868968,414,91.89,1,8,7,5,8,0
92871474,407,246.3,1,6,5,4,6,0
92872556,119,744.8,3,9,5,4,3,0
92872655,413,4689,1,1,1,1,1,0
92873061,293,444.46,2,16,5,2,8,0
92874771,226,103.3,1,8,6,2,8,0
92877498,185,187.5,3,17,8,4,5.666666667,0
92878631,107,2300.33,15,137,76,24,9.133333333,1
92881949,56,508.4,5,46,32,14,9.2,1
92883373,414,119.9,1,3,2,1,3,0
92883700,105,79.69,1,3,3,2,3,1
92884910,78,2854.93,15,226,112,47,15.06666667,1
92884946,414,153.8,1,34,4,1,34,0
92885571,414,224,1,1,1,1,1,0
92885608,145,316.9,2,6,5,4,3,0
92886701,23,1676.92,9,180,127,32,20,1
92887388,0,1755.65,15,123,81,44,8.2,1
92887678,414,188.88,1,27,11,3,27,0
92888276,379,342,4,11,5,5,2.75,0
92888303,384,346.4,4,8,4,4,2,0
92888305,396,183.2,2,4,2,2,2,0
92888339,396,183.2,2,4,2,2,2,0
92889569,164,140.01,1,3,1,1,3,0
92893196,8,1804.99,13,101,71,35,7.769230769,1
92893948,40,3192.45,13,552,154,44,42.46153846,1
92894794,18,911.47,7,59,28,19,8.428571429,1
92895710,0,631.6,4,8,7,5,2,1
92897207,413,169.2,1,17,7,4,17,0
92899418,413,347.78,1,7,2,2,7,0
92900559,413,165,1,3,1,1,3,0
92900707,413,82.41,1,6,3,2,6,0
92902952,309,101.9,1,8,4,3,8,0
92906473,388,393.8,2,6,3,3,3,0
92908459,413,97.8,1,3,1,1,3,0
92909063,413,194.3,1,16,16,3,16,0
92909106,161,1590.19,4,92,41,12,23,0
92909995,16,329,2,29,11,3,14.5,0
92910923,411,107.5,1,12,9,4,12,0
92911195,54,1449.12,7,157,58,15,22.42857143,1
92911765,28,939.14,6,134,80,19,22.33333333,1
92913379,365,312.67,4,181,10,6,45.25,0
92913541,7,881,5,52,44,12,10.4,1
92916055,28,2769.48,19,221,107,51,11.63157895,1
92917015,81,904.09,9,55,29,15,6.111111111,1
92917866,410,723.7,2,26,20,5,13,0
92918726,352,313.72,4,61,15,9,15.25,0
92920515,68,684.8,5,163,72,18,32.6,1
92921414,109,787.66,5,41,32,16,8.2,1
92923436,13,1199,1,1,1,1,1,0
92924199,258,679,1,1,1,1,1,0
93618767,83,913.08,4,28,24,10,7,1
93753369,109,172.05,2,19,12,4,9.5,1
94496185,412,115.1,1,5,5,3,5,0
94888560,412,370.6,1,2,1,1,2,0
95461164,166,7766.7,3,5,3,3,1.666666667,0
95935633,396,191.5,2,16,8,6,8,0
96370059,32,101.4,1,10,8,2,10,1
96894481,9,1961.45,14,141,90,22,10.07142857,1
97532213,278,185.29,2,49,24,6,24.5,0
102325252,412,117.3,1,8,3,3,8,0
103500835,196,1935.6,2,12,2,2,6,0
103957432,124,1430.45,7,51,40,15,7.285714286,0
104752596,412,150.7,1,7,7,2,7,0
106851665,412,290,1,2,1,1,2,0
108225674,185,769.52,9,110,41,17,12.22222222,0
110903583,412,119.7,1,4,2,2,4,0
111153943,412,101.68,1,14,11,2,14,0
113130735,412,260.8,1,8,6,2,8,0
113137927,303,188.41,2,16,14,8,8,0
113138124,17,698.49,6,76,55,20,12.66666667,1
113139600,171,4828.9,10,50,35,23,5,0
113141654,283,243.5,2,14,12,6,7,0
113141845,412,390,1,2,1,1,2,0
113142249,21,1226.55,10,59,49,26,5.9,1
113142398,7,796.02,8,80,47,18,10,1
113146757,411,2655,1,1,1,1,1,0
113161049,411,31.5,1,3,1,1,3,0
113161804,83,489.9,3,13,4,3,4.333333333,1
113166489,411,29.9,1,1,1,1,1,0
113166743,11,1035.5,6,28,27,14,4.666666667,1
113167337,411,117.4,1,4,4,3,4,0
113168489,7,741.6,3,7,6,6,2.333333333,1
113168762,295,122.8,1,20,9,2,20,0
113169614,4,2516.44,16,208,86,26,13,1
113170591,411,52,1,1,1,1,1,0
113171654,282,254.7,2,6,6,3,3,0
113172163,29,575.59,5,69,48,16,13.8,1
113173568,73,368.8,4,46,35,13,11.5,1
113175820,411,350,1,5,4,1,5,0
113178133,319,822.3,5,195,69,11,39,0
113178518,396,177,1,2,2,2,2,0
113178550,6,3699.63,21,336,209,71,16,1
113178843,299,175.73,1,9,6,2,9,0
113180005,395,279.12,2,24,2,2,12,0
113180210,109,1779.19,9,77,57,18,8.555555556,1
113181308,140,174.5,1,5,5,2,5,1
113184993,11,672.4,3,22,8,5,7.333333333,1
113188237,411,85.51,1,19,3,2,19,0
113188605,411,119.8,1,2,1,1,2,0
113191147,411,101.5,1,12,10,5,12,0
113193060,364,3058.8,2,30,2,2,15,0
113193555,411,65,1,12,5,1,12,0
113195280,53,5391.79,12,155,65,29,12.91666667,1
113195650,307,119.5,2,9,7,5,4.5,0
113196495,372,424.6,4,5,4,4,1.25,0
113197326,151,569.16,4,154,49,15,38.5,1
113203074,362,101.01,1,3,3,1,3,0
113204469,139,193.3,2,20,13,5,10,0
113209713,83,581.97,5,28,22,16,5.6,1
113217172,410,100.8,1,14,1,1,14,0
113218868,410,130.41,1,6,3,1,6,0
113219427,90,1073,2,4,4,4,2,1
113219711,390,220.8,2,15,14,3,7.5,0
113220044,230,114.9,1,3,3,1,3,0
113224237,270,101.5,1,9,7,3,9,0
113224494,332,367,2,50,15,4,25,0
113230068,137,179,2,2,2,2,1,0
113230606,30,473.4,3,37,34,6,12.33333333,1
113230755,6,232.4,2,31,7,4,15.5,1
113230883,153,1953.18,14,129,54,29,9.214285714,1
113231859,61,500.03,3,38,18,8,12.66666667,1
113232625,55,1600.2,2,34,4,2,17,0
113233100,405,113.6,1,21,9,3,21,0
113235016,14,5212.79,37,726,378,110,19.62162162,1
113238320,410,80.1,1,14,8,4,14,0
113241640,372,312.66,2,15,8,4,7.5,0
113242390,76,570.6,5,51,9,8,10.2,1
113244255,410,115.4,1,11,9,3,11,0
113246449,58,913.7,8,59,39,16,7.375,1
113246467,10,153,1,2,2,2,2,1
113247751,170,137.2,1,4,3,1,4,0
113247895,32,611.8,5,118,75,17,23.6,1
113253449,143,527.8,3,12,6,3,4,0
113254637,374,1068,2,2,2,2,1,0
113257064,85,1389.1,8,143,57,19,17.875,1
113259744,381,1275.9,4,5,5,5,1.25,0
113262782,380,297.05,3,24,11,6,8,0
113263544,342,316.7,3,18,8,6,6,0
113264292,340,909,2,3,3,3,1.5,0
113268826,410,138,1,2,1,1,2,0
113270985,16,962.42,8,85,68,25,10.625,1
113280669,3,4190.99,30,342,156,64,11.4,1
113284194,316,473.98,5,31,5,5,6.2,0
113284890,38,2219.25,12,339,128,40,28.25,1
113285887,107,931.73,8,80,57,22,10,0
113286572,1,5099.31,11,90,39,22,8.181818182,1
113288282,366,431.62,4,70,31,8,17.5,0
113289538,9,9340.01,46,748,414,163,16.26086957,1
113289773,409,69.78,1,6,1,1,6,0
113291149,409,26,1,1,1,1,1,0
113291556,31,731.49,4,88,33,8,22,1
113292109,409,122.2,1,8,7,2,8,0
113292905,351,237.04,2,23,15,6,11.5,0
113293323,409,348.8,1,4,4,2,4,0
113294489,8,1604.52,8,140,71,29,17.5,1
113295311,2,381.48,4,23,13,7,5.75,1
113296767,39,2888.4,7,73,41,16,10.42857143,1
113296909,18,2263.89,13,160,79,40,12.30769231,1
113298070,409,90.59,1,7,5,2,7,0
113299456,354,193.1,1,5,5,2,5,0
113299657,83,1179.28,6,88,48,19,14.66666667,1
113299742,7,653.97,5,65,52,17,13,1
113302623,409,181.34,1,35,3,1,35,0
113303648,6,388.68,2,31,23,10,15.5,1
113308096,26,3502.16,14,97,57,32,6.928571429,1
113308912,53,1150.22,8,85,71,29,10.625,1
113310512,379,305.13,4,48,31,17,12,0
113310772,71,488.5,4,36,19,6,9,1
113315619,69,694.42,5,72,52,15,14.4,1
113340255,1,93.2,1,5,4,3,5,1
113340443,0,86.5,1,35,5,3,35,1
113344974,391,1058.8,5,21,10,6,4.2,0
113348343,408,399,1,1,1,1,1,0
113350405,259,209.9,2,16,16,6,8,0
113350532,140,276,2,9,2,2,4.5,0
113351288,31,1988.01,9,140,92,22,15.55555556,1
113353725,20,348.8,3,26,25,6,8.666666667,1
113354608,65,2822.6,7,24,14,11,3.428571429,1
113355609,1,3638.62,22,480,156,56,21.81818182,1
113357017,337,170.5,1,10,6,3,10,0
113357577,408,1749,1,1,1,1,1,0
113360435,391,54.9,1,4,4,1,4,0
113362467,75,993.43,4,51,23,9,12.75,1
113362715,408,109,1,1,1,1,1,0
113364365,373,303.79,4,59,7,7,14.75,0
113365986,408,102.1,1,3,3,2,3,0
113366013,51,591.2,3,23,9,4,7.666666667,1
113368532,98,2109.4,11,137,54,27,12.45454546,1
113370487,204,101.3,1,7,3,1,7,0
113371037,23,945.63,7,50,34,19,7.142857143,1
113373760,268,360.8,2,42,11,4,21,0
113373863,15,729.12,6,42,24,11,7,1
113373876,37,3462.27,19,290,177,62,15.2631579,1
113377497,382,280.26,3,21,15,6,7,0
113384006,27,714.8,3,39,36,18,13,1
113385942,52,1446.2,2,67,2,2,33.5,0
113388249,396,183.2,2,4,2,2,2,0
113389010,396,91.6,1,2,1,1,2,0
113390463,376,350,4,10,4,4,2.5,0
113390523,374,334.84,4,9,6,5,2.25,0
113390623,374,334.84,4,9,6,5,2.25,0
113391122,17,247.5,2,13,12,4,6.5,1
113391420,382,199.7,2,5,3,3,2.5,0
113391539,350,368.3,4,15,7,5,3.75,0
113395347,96,294.6,2,82,17,5,41,1
113417554,322,454.65,4,19,11,6,4.75,0
113424800,9,102.6,1,7,1,1,7,0
113425221,340,385.7,2,17,14,4,8.5,0
113425855,5,1466.49,8,87,61,23,10.875,1
113426683,79,496.96,3,28,8,3,9.333333333,0
113428511,407,102,1,2,2,2,2,0
113428632,372,316.12,4,34,20,7,8.5,0
113429189,9,2570.95,15,190,116,43,12.66666667,1
113431467,6,908.5,4,56,41,11,14,1
113432826,62,1109.33,7,149,64,22,21.28571429,1
113433433,307,238.6,2,25,7,4,12.5,0
113434554,407,148.5,1,2,1,1,2,0
113435108,17,118,1,2,1,1,2,0
113435249,25,438.5,3,17,14,7,5.666666667,1
113436914,3,86.4,1,9,1,1,9,0
113437011,6,2097.83,12,180,85,28,15,1
113437203,407,129.2,1,11,8,3,11,0
113437786,407,99,1,1,1,1,1,0
113439449,154,191.55,2,9,7,4,4.5,1
113447644,384,85.81,1,4,4,3,4,0
113449982,372,313.08,3,85,13,8,28.33333333,0
113452441,106,261.2,3,28,16,6,9.333333333,1
113458737,340,754.16,5,49,26,13,9.8,0
113462989,157,491.8,6,46,36,15,7.666666667,1
113465099,342,681.5,5,40,29,10,8,0
113468051,71,318,2,3,2,2,1.5,0
113474868,29,576.2,4,64,40,19,16,1
113475627,407,688,1,1,1,1,1,0
113477339,407,159,1,10,1,1,10,0
113477734,13,1053.6,6,137,63,20,22.83333333,1
113479519,375,317.22,4,35,5,5,8.75,0
113484247,63,5108.23,12,217,71,25,18.08333333,1
113488685,19,1867.88,12,115,67,32,9.583333333,1
113494966,316,382.8,4,9,6,5,2.25,0
113496810,5,86.6,1,13,2,1,13,0
113496817,73,465,1,10,1,1,10,0
113503891,98,709.86,5,37,18,11,7.4,1
113504434,406,164,1,2,1,1,2,0
113506277,193,100.9,1,12,10,2,12,0
113506303,231,100.2,1,26,17,2,26,0
113509216,82,608.2,2,15,14,6,7.5,0
113511680,301,461.7,4,14,11,7,3.5,0
113513001,188,153.41,2,6,4,2,3,0
113513829,406,106.2,1,17,8,2,17,0
113514604,73,1122.58,9,81,47,23,9,1
113517202,200,270.88,5,45,26,10,9,0
113517648,67,583.2,2,16,10,3,8,0
